EventDateTime,epoch,value
2023-09-14 19:15:49,1694718949,0.00
2023-09-14 19:15:59,1694718959,0.00
2023-09-14 19:16:09,1694718969,6.25
2023-09-14 19:16:19,1694718979,0.00
2023-09-14 19:16:29,1694718989,0.00
2023-09-14 19:16:39,1694718999,0.00
2023-09-14 19:16:49,1694719009,5.88
2023-09-14 19:16:59,1694719019,0.40
2023-09-14 19:17:09,1694719029,0.00
2023-09-14 19:17:19,1694719039,0.00
2023-09-14 19:17:29,1694719049,3.32
2023-09-14 19:17:39,1694719059,0.40
2023-09-14 19:17:49,1694719069,0.00
2023-09-14 19:17:59,1694719079,0.00
2023-09-14 19:18:09,1694719089,1.60
2023-09-14 19:18:19,1694719099,0.40
2023-09-14 19:18:29,1694719109,0.00
2023-09-14 19:18:39,1694719119,0.00
2023-09-14 19:18:49,1694719129,0.40
2023-09-14 19:18:59,1694719139,0.40
2023-09-14 19:19:09,1694719149,0.00
2023-09-14 19:19:19,1694719159,0.00
2023-09-14 19:19:29,1694719169,0.00
2023-09-14 19:19:39,1694719179,0.00
2023-09-14 19:19:49,1694719189,0.00
2023-09-14 19:19:59,1694719199,0.00
2023-09-14 19:20:09,1694719209,0.00
2023-09-14 19:20:19,1694719219,0.00
2023-09-14 19:20:29,1694719229,0.00
2023-09-14 19:20:39,1694719239,0.00
2023-09-14 19:20:49,1694719249,0.00
2023-09-14 19:20:59,1694719259,0.00
2023-09-14 19:21:09,1694719269,0.00
2023-09-14 19:21:19,1694719279,0.00
2023-09-14 19:21:29,1694719289,0.00
2023-09-14 19:21:39,1694719299,0.00
2023-09-14 19:21:49,1694719309,0.00
2023-09-14 19:21:59,1694719319,0.00
2023-09-14 19:22:09,1694719329,0.00
2023-09-14 19:22:19,1694719339,0.00
2023-09-14 19:22:29,1694719349,0.00
2023-09-14 19:22:39,1694719359,0.00
2023-09-14 19:22:49,1694719369,0.00
2023-09-14 19:22:59,1694719379,0.00
2023-09-14 19:23:09,1694719389,0.00
2023-09-14 19:23:19,1694719399,0.00
2023-09-14 19:23:29,1694719409,0.00
2023-09-14 19:23:39,1694719419,0.00
2023-09-14 19:23:49,1694719429,0.00
2023-09-14 19:23:59,1694719439,0.00
2023-09-14 19:24:09,1694719449,0.00
